NF,VALOR NF,PESO,QTD. BOBINAS,TRANSPORTADOR,MODAL,ORIGEM,DESTINO,UF DEST,CONTÊINER,CUSTO TRANSP.,VLR ADICIONAL,VALOR DO FRETE,ADV,BAF,INFRAEST. PEDAGIO,IMPOSTOS,DATA CARREG
723,133852.5,11100,99,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MSKU1787236,8341.779999999999,,6409.94,133.85,567.7,229.28,1001.01,2025-10-02
120,202500,12007,450,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MSKU1787236,6149.18,,4632.76,202.5,410.3,165.72,737.9,2025-10-02
121,348000,17715.5,600,BERTOLINI,Rodoviário,Manaus AM,ENGENHEIRO COELHO,SP,ANT121,28074.310000000005,,21859.49,1779.54,,1066.36,3368.92,2025-10-20
726,248320,19488.5,428,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,BO55,29961.97,,24155.81,1269.81,,940.91,3595.44,2025-10-11
732,325881.34,23446.7,249,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B341,30358.6,,24108.22,1666.44,,940.91,3643.03,2025-10-16
733,253920,21867.9,120,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B342,29990.62,,24152.38,1298.46,,940.91,3598.87,2025-10-16
742,249550,21124.5,203,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2536260,15626.189999999999,,11288.5,249.55,978,395,2715.14,2025-10-23
744,352968,24095.5,42,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B439 A,30497.11,,24091.6,1804.95,,940.91,3659.65,2025-12-09
122,243000,21121,395,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,B960,27537.379999999997,,21923.92,1242.61,,1066.36,3304.49,2025-10-27
747,170154,13894,198,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU6185470,14390.560000000001,,11042.7,247.99,978,395,1726.87,2025-10-28
748,77832,7539.5,144,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU6185470,0.1,,,,,,,2025-10-28
749,268012,21850.5,386,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4486384,14431.310000000001,,11042.7,286.01,978,395,1729.6,2025-10-29
125,492750,21644,1000,TODO BRASIL,Rodoviário,Manaus AM,RIBEIRA DO AMPARO,BA,OAE6580,23000,,20000,3000,,,,2025-11-06
127,405000,25765,900,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,B891,36915.869999999995,7344.16,22004.43,2071.02,,1066.36,4429.9,2025-10-27
752,243695,23177,404,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SUDU8972646,14385.680000000002,,11042.7,243.7,978,395,1726.28,2025-11-06
753,243156,21670,156,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4931129,14385.07,,11042.7,243.16,978,395,1726.21,2025-11-06
754,227536.2,19371.5,268,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B182,29855.7,,24168.57,1163.54,,940.91,3582.68,2025-11-13
756,313674.24,21568,64,ALIANÇA,Cabotagem,Manaus AM,UBERLANDIA,MG,CIPU5026290,21675.76,,17460,313.67,906,395,2601.09,2025-11-14
755,274464.96,19134,48,ALIANÇA,Cabotagem,Manaus AM,UBERLANDIA,MG,MRKU3979241,21631.199999999997,,17460,274.46,906,395,2595.74,2025-11-14
757,106437.04,11500,434,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B057A,29236.44,,24242.88,544.28,,940.91,3508.37,2025-11-13
758,342264.34,23838.5,84,ALIANÇA,Cabotagem,Manaus AM,UBERLANDIA,MG,MRSU4766346,21708.25,,17460,342.26,906,395,2604.99,2025-11-17
759,11985,2213,30,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,MAO492107,29748.559999999998,,24181.42,1056.4,,940.91,3569.83,2025-11-18
760,194600.86,20330.5,571,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,MAO492107,29748.559999999998,,24181.42,1056.4,,940.91,3569.83,2025-11-18
761,181302.4,18152,411,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,BELT492107,29619.28,,24196.94,927.12,,940.91,3554.31,2025-11-18
765,276118.08,26416.5,420,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,492108,31676.52,,25522.46,1411.97,,940.91,3801.18,2025-11-24
766,77832,6904.5,32,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,485365,0.1,,,,,,,2025-11-24
767,95879.04,10857,192,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,485365,29580.2,,24201.59,888.3,,940.91,3549.4,2025-11-24
128,239062.5,21678.5,765,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,MRKU2980090,11438.699999999999,,8526,239.06,906,395,1372.64,2025-11-25
774,274464.96,17909.16,52,ALIANÇA,Cabotagem,Manaus AM,UBERLANDIA,MG,HASU4103235,21631.199999999997,,17460,274.46,906,395,2595.74,2025-11-26
771,242144,21293,112,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B292X,30382.379999999997,,24368.44,1427.14,,940.91,3645.89,2025-11-26
772,36941.76,3944,72,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B292X,0.1,,,,,,,2025-11-26
776,218489.28,18603,97,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B995,29809.43,,24174.12,1117.27,,940.91,3577.13,2025-11-27
779,246480,24114,128,ALIANÇA,Cabotagem,Manaus AM,Lauro de Freitas,BA,MRSU8259226,9848.16,,7364.9,246.48,660,395,1181.78,2025-11-28
781,111792,13152,274,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MRSU4730894,15420.46,,12050,219,906,395,1850.46,2025-12-12
784,38400,3378,96,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MRSU4730894,0.1,,,,,,,2025-12-12
786,214679.6,20603,360,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B050112B,29789.95,,24176.46,1097.79,,940.91,3574.79,2025-12-01
787,269255.61,24134.5,300,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B050112A,30069.03,,24142.97,1376.87,,940.91,3608.28,2025-12-01
789,120422.52,10171,123,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,485565C1,29846.92,,,,,,,2025-12-02
788,105397.36,7553.88,82,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,485565C1,0.1,,,,,,,2025-12-02
790,278399.24,25717.5,208,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,485565C2,30100,,,,,,,2025-12-02
129,349312.5,22395.96,801,ALIANÇA,Cabotagem,Manaus AM,Holambra ,SP,HASU4281221,12108.99,620,8526,349.31,840,395,1378.68,2025-12-03
794,292825.85,21720.5,291,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B383 A,30100,,,,,,,2025-12-04
793,134329.62,10511,92,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B089 B,29843.41,,,,,,,2025-12-04
792,90804,9162.5,168,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B089 B,29843.41,,,,,,,2025-12-04
795,218975.02,18650,149,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,ABC250060,29811.92,,24173.82,1119.76,,940.91,3577.43,2025-12-05
796,235038.53,18900,469,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,ABC250061,23563.12,,18800.35,1201.9,,733.3,2827.57,2025-12-05
130,81000,5351,180,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,ABC250061,6745.15,,5313.91,414.21,,207.61,809.42,2025-12-05
801,263110,26311,42,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4693126,14325.920000000002,,11042.7,263.11,906,395,1719.11,2025-12-10
802,304630.75,25757,357,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B439 B,31090.239999999998,,24860.73,1557.77,,940.91,3730.83,2025-12-09
803,197083.47,18100,236,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,FFAU5744667,14250.890000000001,,11042.7,197.08,906,395,1710.11,2025-12-10
804,203823,16000,105,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU6522267,14258.54,,11042.7,203.82,906,395,1711.02,2025-12-10
809,68809.94,9125,136,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MRSU4730894,0.1,,,,,,,2025-12-12
807,235658,24378.5,346,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B 081,29500,,,,,,,2025-12-12
810,280986.16,25438,521,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B 082A,29600,,,,,,,2025-12-12
812,52969,4744.38,80,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B301 ,6034.679999999999,,4850.65,270.86,,189.01,724.16,2025-12-15
131,303750,18873,675,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B301 ,24481.600000000002,,19238.65,1553.27,,751.89,2937.79,2025-12-15
813,280407.75,23046,75,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B301 B,28640.71,,22877.71,1433.91,,892.2,3436.89,2025-12-15
132,20250,1258.2,45,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B301 B,1588.91,,1245.98,103.55,,48.71,190.67,2025-12-15
817,207552,22845,240,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,BO77,29753.5,,24180.83,1061.34,,940.91,3570.42,2025-12-18
133,202500,13860,450,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B202A,17581.28,,13893.43,1035.51,,542.59,2109.75,2025-12-18
821,116748,10174.74,207,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B202A,12743.400000000001,,10218.86,597.01,,398.32,1529.21,2025-12-18
134,222922.66,22327.61,383,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MRKU4744832,15424.91,,12050,222.92,906,395,1850.99,2025-12-19
824,319788,24701,415,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,250070,31100,,,,,,,2025-12-23
825,274750.8,20888,240,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B792,29600,,,,,,,2025-12-23
136,324000,22217,720,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,B882 A,27951.58,,,,,,,2025-12-23
135,364500,24445,810,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,B393 B,28158.69,,,,,,,2025-12-23
827,317024.4,25004,246,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SUDU8920534,14387.162,,11042.7,317.002,906,395,1726.46,2025-12-23
137,240575.6,20723.2,380,ALIANÇA,Cabotagem,Manaus AM,Curitibanos,RS,MSKU1935570,13102.35,,9988.49,240.58,906,395,1572.28,2025-12-23
138,101250,6966.5,225,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B289,9511.21,,,,,,,2025-12-23
828,152590,15259,25,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B289,20479,,,,,,,2025-12-23
829,289747.68,25792.5,223,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B013,31053.54,,,,,,,2025-12-23
831,364211,25118,44,MILLY,Rodoviário,Manaus AM,Carazinho,RS,GVTU5026150,24800,,24800,,,,,2025-12-26
833,285329.75,21616.22,155,MILLY,Rodoviário,Manaus AM,Carazinho,RS,GVTU5025133,24800,,24800,,,,,2025-12-26
834,189174,17852,200,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B994 B,30327.44,,,,,,,2025-12-29
835,289052.6,24895,298,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B562,30097.14,,,,,,,2025-12-29
841,395129.72,25492.24,45,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU4908754,14387.31,,11042.7,395.13,828,395,1726.48,2025-12-29
842,395129.72,25492.24,50,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TLLU5238702,15400,,,,,,,2025-12-29
843,395129.72,25492.24,50,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4234554,14387.31,,11042.7,395.13,828,395,1726.48,2025-12-29
844,144207.32,14958.5,120,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU4424493,8663.84,,6691.6,144.21,549.01,239.36,1039.66,2025-12-30
139,141750,9726.5,315,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU4424493,5688.040000000001,,4351.1,141.75,356.99,155.64,682.56,2025-12-30
846,270983,20558.64,96,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4561791,13886,,11042.7,270.98,906,,1666.32,2025-12-30
848,315630.34,23399.5,321,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B482,30306.18,,30306.18,,,,,2026-01-05
849,205740,15240,185,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,849A,29744.24,,29744.24,,,,,2026-01-05
140,324000,20131.2,720,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,B319A,27951.58,,27951.58,,,,,2026-01-06
141,405000,25164,900,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,B811B,28531.29,,28531.29,,,,,2026-01-06
855,389470,26860,46,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU4833634,14380.880000000001,,11042.7,389.47,828,395,1725.71,2026-01-08
856,305724.48,26116,163,TODO BRASIL,Rodoviário,Manaus AM,Carazinho,RS,JXH2896,32675.4,,32675.4,,,,,2026-01-09
142,424500,28319,1042,TODO BRASIL,Rodoviário,Manaus AM,Carazinho,RS,OAG3716,32675.4,,32675.4,,,,,2026-01-09
858,233419.5,20177,280,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B754A,29885.78,,29885.78,,,,,2026-01-12
859,292029.1,26024,275,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B754B,31322.18,,31322.18,,,,,2026-01-12
145,116322.5,7906,175,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU6155235,5604.65,,4335.6,116.32,325.09,155.08,672.56,2026-01-16
867,158649.3,12230.46,177,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU6155235,8646.11,,6707.1,158.65,502.91,239.92,1037.53,2026-01-16
868,202288,25029,260,MILLY,Rodoviário,Manaus AM,Carazinho,RS,MSKU0493392,24800,,24800,,,,,2026-01-16
147,56499.5,3877,85,MILLY,Rodoviário,Manaus AM,Carazinho,RS,GVTU5026130,12400,,12400,,,,,2026-01-16
869,170767,16582,320,MILLY,Rodoviário,Manaus AM,Carazinho,RS,GVTU5026130,12400,,12400,,,,,2026-01-16
872,181422,16897.5,142,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRJU6548810,14144.45,,11042.7,181.42,828,395,1697.33,2026-01-19
874,246105.6,24078,126,ALIANÇA,Cabotagem,Manaus AM,Lauro de Freitas,BA,MRSU3279404,9731.829999999998,,7364.9,246.11,558,395,1167.82,2026-01-21
876,294814.08,25905,228,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,2026 B613,31204.33,,31204.33,,,,,2026-01-21
875,230247.36,18962,144,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,2026 B036,29869.56,,29869.56,,,,,2026-01-21
880,240199.2,21653,272,MILLY,Rodoviário,Manaus AM,Carazinho,RS,CRSU9139708,24800,,24800,,,,,2026-01-23
881,243926.76,21822,200,MILLY,Rodoviário,Manaus AM,Carazinho,RS,MSKU0274753,24800,,24800,,,,,2026-01-23
149,242627,16601,385,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2124827,14214.01,,11042.7,242.63,828,395,1705.68,2026-01-23
150,364500,24624,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B452,30556.08,,30556.08,,,,,2026-01-26
883,357841.88,24915,45,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B013,30522.04,,30522.04,,,,,2026-01-26
884,310532,21626,40,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B325,30280.11,,30280.11,,,,,2026-01-26
886,306816.55,21974,58,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B745,30261.11,,30261.11,,,,,2026-01-26
151,260000,22968,400,BERTOLINI,Rodoviário,Manaus AM,BALSAS,MA,B719,26329.54,,26329.54,,,,,2026-01-28
887,307551.5,24919,48,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B971,30264.87,,30264.87,,,,,2026-01-28
889,272500,22058,40,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B969,30085.63,,30085.63,,,,,2026-01-28
892,343337.5,27900,52,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU5583972,14328.45,,11042.7,343.34,828,395,1719.41,2026-01-29
893,193613.45,20265,240,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU9132666,13954.420000000002,,11042.7,193.61,828,395,1495.11,2026-01-29
152,283500,22249,630,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B634,30141.88,,30141.88,,,,,2026-01-30
898,261537.6,23852,660,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B053,30029.56,,30029.56,,,,,2026-02-02
900,79170,5460,9,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B956,9738.8,,9738.8,,,,,2026-02-04
154,182250,11323.8,405,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B956,20290.16,,20290.16,,,,,2026-02-04
899,303321.69,24847.5,379,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B163,30243.24,,30243.24,,,,,2026-02-04
902,344299.12,25387,273,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B381,30882.37,,30882.37,,,,,2026-02-06
903,230942.66,20839.9,464,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B329,29873.11,,29873.11,,,,,2026-02-06
904,250499.6,24396,126,LOG-IN,Cabotagem,Manaus AM,Lauro de Freitas,BA,MSDU8108959,10617.73,,7800,801.6,742,,1274.13,2026-02-09
905,335767.25,24990.5,360,TODO BRASIL,Rodoviário,Manaus AM,Carazinho,RS,OAJ6521,32675.4,,32675.4,,,,,2026-02-09
906,302047.38,24756,367,TODO BRASIL,Rodoviário,Manaus AM,Carazinho,RS,PHU9G82,32675.4,,32675.4,,,,,2026-02-10
908,230644,20441,109,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,HAMU1859947,13688.560000000001,,10300,691.93,1054,,1642.63,2026-02-11
912,291870,24966.5,270,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B522,30184.68,,30184.68,,,,,2026-02-12
156,418837.5,24589,850,LOG-IN,Cabotagem,Manaus AM,PAJEU DO PIAUI,PI,CIPU5007448,24298.04,,19299.99,1340.28,742,,2915.77,2026-02-12
914,207552,21438,303,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B665,29753.5,,29753.5,,,,,2026-02-13
915,308085,25579.5,285,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B190,30910.86,,30910.86,,,,,2026-02-16
916,236992,21124.5,112,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B035,29904.05,,29904.05,,,,,2026-02-16
919,274252,25422,163,TODO BRASIL,Rodoviário,Manaus AM,Carazinho,RS, PHU3D14,32675.4,,32675.4,,,,,2026-02-18
920,222542.5,18545,85,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B955,29830.16,,29830.16,,,,,2026-02-18
921,259440.72,22824,204,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B199,30018.85,,30018.85,,,,,2026-02-18
922,254178.24,24157,528,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B543,29991.94,,29991.94,,,,,2026-02-19
923,216874.69,19408,408,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B727,29801.18,,29801.18,,,,,2026-02-19
924,200375.1,16253,79,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B183,11801.47,,11801.47,,,,,2026-02-20
159,140850,9666.5,313,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B183,19656.29,,19656.29,,,,,2026-02-20
925,244862.15,22314,145,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B079,29944.29,,29944.29,,,,,2026-02-20
929,271114.8,24932.5,228,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B2402,30463.18,,,,,,,2026-02-25
930,151009.6,14635,280,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B994C,21366,,,,,,,2026-02-25
169,56870,5754.5,200,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B994C,0.61,,,,,,,2026-02-25
164,111127.8,5445.24,216,TODO BRASIL,Rodoviário,Manaus AM,BORDA DA MATA,MG,TB2402,6427.86,,,,,,,2026-02-24
161,259298.2,17994.76,494,TODO BRASIL,Rodoviário,Manaus AM,BORDA DA MATA,MG,TB2402,23572.14,,,,,,,2026-02-24
933,245170.8,20004.5,70,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,FDCU0184510,13738.09,,,,,,,2026-02-25
934,282955.65,23635.5,200,TODO BRASIL,Rodoviário,Manaus AM,Carazinho,RS,QZE5I98,32675.4,,,,,,,2026-02-25
936,242042,21023,336,BERTOLINI,Rodoviário,Manaus AM,Ribeirão Preto,SP,B489,27532.49,,,,,,,2026-02-27
937,233089.92,19637.5,61,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,BEAU5996473,13696.9,,,,,,,2026-02-27
938,169032.19,17100,54,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,HLBU2061210,10168,,,,,,,2026-02-27
174,101250,7028.5,225,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,HLBU2061210,0.77,,,,,,,2026-02-27
939,270000,20000,38,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS, B731,24313.45,,22201,,,,,2026-03-03
940,270000,20754,38,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B749,30072.85,,,,,,,2026-03-03
941,270000,20000,38,TODO BRASIL,Rodoviário,Manaus AM,Carazinho,RS,OAB3185,32675,,,,,,,2026-03-04
947,58436.76,5103,31,TODO BRASIL,Rodoviário,Manaus AM,Carazinho,RS,OAB3185,0.4,,,,,,,2026-03-04
942,270000,20000,37,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,FANU3218498,0.92,,,,,,,2026-03-10
943,270000,20000,38,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,TCLU5472311,16875,1704.55,,,,,,2026-03-10
945,185250,14917,164,BERTOLINI,Rodoviário,Manaus AM,Ribeirão Preto,SP,B221 A,2272.73,,2272.73,,,,,2026-03-02
176,121500,8497,270,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,B221 A,10163.75,,,,,,,2026-03-02
175,81000,5716.5,180,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS, B731,6968.96,,,,,,,2026-03-03
950,271384.75,25969,358,TODO BRASIL,Rodoviário,Manaus AM,Ribeirão Preto,SP,NOK472 B,28000,,28000,,,,,2026-03-04
951,319743.75,26823.5,402,TODO BRASIL,Rodoviário,Manaus AM,Ribeirão Preto,SP,OAA9205,30300,,30300,,,,,2026-03-05
954,179805.55,17542,361,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,FANU3059884,13570,,,,,,,2026-03-06
955,16179.75,1247,17,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,FANU3059884,0.41,,,,,,,2026-03-06
959,76828.5,5691,9,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,FANU3218498,14511,,,,,,,2026-03-10
960,70308,5208,9,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,TCLU5472311,0,,,,,,,2026-03-10
961,336123,24898,47,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,FANU3584882,15395.87,,10300,1008.37,2240,,1847.5,2026-03-09
958,335360.25,24841.5,47,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,FANU1840861,15393.27,,10300,1006.08,2240,,1847.19,2026-03-09
966,320395.5,24785,45,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,HLBU3343760,18410.44,3068.18,10300,961.19,2240,,1841.07,2026-03-10
962,334597.5,24785,46,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,TCNU3625609,14656.59,613.64,,,,,,2026-03-10
179,324000,22797.5,720,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B914,30348.97,,24109.37,,,,,2026-03-10
968,334179,24754,47,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,FANU1039615,16617.940000000002,1227.27,10300,1003.79,2240,,1846.88,2026-03-11
181,364500,25273,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B971,30848.02,,25263,,,,,2026-03-11
976,99569.25,7375.5,14,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,HLBU2785221,0.86,,,,,,,2026-03-11
974,131536.08,14280,171,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,HLBU2785221,15037,,10300,693.32,2240,,1804.54,2026-03-11
978,340021.25,24230.5,44,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,TEMU6842547,15409.16,,10300,1020.06,2240,,1849.1,2026-03-12
979,52070.35,17888,86,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,FANU1766825,14427.51,,10300,156.21,2240,,1731.3,2026-03-12
988,333594.25,23238.5,43,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,HAMU2629342,14039.52,,11354,1000.78,,,1684.74,2026-03-16
987,361166,25076,42,NORCOAST,Cabotagem,Manaus AM,Carazinho,RS,TCNU1512687,14133.52,,11354,1083.5,,,1696.02,2026-03-16
997,102780.5,6631,10,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B003,0,,,,,,,2026-03-20
998,256903.75,17941.5,32,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B003,30531.45,,24087.48,1839.29,,940.91,3663.77,2026-03-20
994,337388.5,21767,33,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS, B087,30417.44,,21767,,,,,2026-03-20
186,17542.66,1315.2,20,TODO BRASIL,Rodoviário,Manaus AM,BALSAS,MA,TD5702,0.03,,,,,,,2026-03-30
187,228054.53,14104,240,TODO BRASIL,Rodoviário,Manaus AM,BALSAS,MA,TD5702,18120.9,,,,,,,2026-03-30
185,50288.94,3457,52,TODO BRASIL,Rodoviário,Manaus AM,BALSAS,MA,TD5702,0.03,,,,,,,2026-03-30
184,87713.28,5980.5,90,TODO BRASIL,Rodoviário,Manaus AM,BALSAS,MA,TD5702,5879.04,,5879.04,,,,,2026-03-30
1007,328772.6,26751,498,TODO BRASIL,Rodoviário,Manaus AM,UBERLANDIA,MG,OJA-6641,29000,,29000,,,,,2026-04-06
188,206080,10055,100,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,HASU4961770,19923.27,2318.18,12050,429.48,2618,395,2112.61,2026-04-07
189,112264.88,5614.96,104,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,HASU4961770,0,,,,,,,2026-04-07
190,235520,11521.6,160,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MSKU1494691,17552.239999999998,,12050,382.97,2618,395,2106.27,2026-04-07
191,111136,5777.26,151,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,HASU4961770,0,,,,,,,2026-04-07
192,62805.12,6839.68,64,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MSKU1494691,0,,,,,,,2026-04-07
193,29440,4274.8,40,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MSKU1494691,0,,,,,,,2026-04-07
